index,Job Title,Lower Salary Expectations,Higher Salary Expectation,Rating,Company Name,Location,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Total Years
541,Data Scientist,$66,$112,3.7,Carolina Power & Light Co,McLean, VA,"Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"South Carolina Electric & Gas, Virginia Electric and Power",115
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$66,$112,3.9,Southwest Research Institute,San Antonio, TX,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",76
543,Data Scientist,$66,$112,3.9,Brillient,Silver Spring, MD,"Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,17
544,Data Modeler (Analytical Systems),$66,$112,3.7,MassMutual,Boston, MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,172
545,Data Scientist,$66,$112,2.9,Xator Corporation,Washington, DC,"Reston, VA",501 to 1000 employees,,Contract,IT Services,Information Technology,$25 to $50 million (USD),,2023
546,Data Scientist,$66,$112,4.6,HAN IT Staffing Inc.,New York, NY,"Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,11
547,Data Scientist,$66,$112,3.4,Infinitive Inc,McLean, VA,"Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,26
548,"Data Engineer (Analytics, SQL, Python, AWS)",$66,$112,4,Travelers,Hartford, CT,"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,170
549,Data Scientist 3 (718),$128,$201,3.3,Amyris,Emeryville, CA,"Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,20
550,Data Scientist,$128,$201,4.3,Lightspeed Systems,Austin, TX,"Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,24
551,Senior Data Scientist,$128,$201,3.9,Thumbtack,San Francisco, CA,"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,14
552,Senior Data Analyst - Finance & Platform Analytics,$128,$201,3.6,Twitch,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,,12
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),$128,$201,4.7,New Relic,Portland, OR,"San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace",15
554,IT Partner Digital Health Technology and Data Science,$128,$201,3.6,Biogen,Cambridge, MA,"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,45
555,Data Scientist,$128,$201,,HireAi,San Francisco, CA,,,,,,,,,2023
556,"Senior Machine Learning Scientist - Bay Area, CA",$128,$201,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
557,Data Scientist,$128,$201,3.3,ICW Group,San Diego, CA,"San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",51
558,Clinical Data Analyst,$128,$201,3.8,NYSTEC,New York, NY,"Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte",27
559,Data Scientist,$128,$201,4.5,E3 Federal Solutions,Chantilly, VA,"McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,19
560,Data Engineer,$128,$201,4.5,Kingfisher Systems,Falls Church, VA,"Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,18
561,Data Scientist Technical Specialist,$128,$201,3.4,Peraton,Chantilly, VA,"Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),,6
562,Senior Data Scientist,$128,$201,3.1,Group O,Chicago, IL,"Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),,49
563,Data Science Manager,$128,$201,4,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,41
564,Computer Vision / Deep Learning Scientist,$128,$201,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
565,Big Data Engineer,$128,$201,4.1,CaptiveAire,Raleigh, NC,"Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),,47
566,Data Architect,$128,$201,4.2,LSQ,Orlando, FL,"Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),,27
567,Machine Learning Engineer,$128,$201,3.9,Temboo,New York, NY,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,2023
568,Data Scientist,$128,$201,,Kibo,Philadelphia, PA,"Marbella, Spain",Unknown,,Company - Public,,,Unknown / Non-Applicable,,2023
569,Aviation AI/ML Data Scientist,$128,$201,3.3,MITRE,McLean, VA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",65
570,Data Scientist,$138,$158,3.9,Mars,United States,,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,112
571,Data Scientist / Applied Mathematician,$138,$158,4.5,"Fullpower Technologies, Inc.",Santa Cruz, CA,"Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,20
572,"Machine Learning Engineer, Sr.",$138,$158,4.2,AeroVironment,Simi Valley, CA,"Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman",52
573,Data Scientist (TS/SCI w/ Poly),$138,$158,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
574,Weapons and Sensors Engineer/Scientist,$138,$158,4,Dynetics,Huntsville, AL,"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,49
575,Applied Computer Scientist,$138,$158,4.5,Systems & Technology Research,Woburn, MA,"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,13
576,Senior Data Analyst,$138,$158,4.5,Novetta,Herndon, VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",11
577,Information Systems Engineering Specialist (Engineering Scientist),$138,$158,3.8,Applied Research Laboratories,Austin, TX,"Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,2023
578,Cloud Data Engineer (Azure),$138,$158,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,90
579,Scientist/Research Associate-Metabolic Engineering,$138,$158,2,Conagen,New Bedford, MA,"Bedford, MA",51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,2023
580,"Vice President, Biometrics and Clinical Data Management",$138,$158,4.8,Alector,South San Francisco, CA,"South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,10
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),$138,$158,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,90
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138,$158,3.3,Reynolds American,Winston-Salem, NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,148
583,Lead Data Scientist – Network Analysis and Control,$138,$158,3.3,MITRE,Bedford, MA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",65
584,Senior Machine Learning Engineer,$138,$158,5,LifeOmic,Raleigh, NC,"Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,7
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138,$158,4.4,"Homology Medicines, Inc.",New Bedford, MA,"Bedford, MA",51 to 200 employees,,Company - Public,,,Unknown / Non-Applicable,,2023
586,Data Engineer,$138,$158,3.4,Spectrum Communications and Consulting,Chicago, IL,"Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,31
587,Developer III - Data Science,$138,$158,3.3,Inland Empire Health Plan,Rancho Cucamonga, CA,"Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),,27
588,Senior Data Engineer,$138,$158,2.9,Affinity Solutions,New York, NY,"New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",25
589,Hydrogen/Tritium Materials Scientist (Experienced),$138,$158,3.8,Sandia National Laboratories,Livermore, CA,"Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",74
590,Data Engineer,$138,$158,3.5,Maxar Technologies,McLean, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
591,Patient Safety- Associate Data Scientist,$80,$132,4,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",110
592,Senior Data Scientist,$80,$132,4,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,41
593,Data Scientist,$80,$132,3.4,USI,Southfield, MI,"Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,25
594,Data Scientist,$80,$132,3.9,GSK,Collegeville, PA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",193
595,Data Scientist,$80,$132,3.8,CIA,Washington, DC,"Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,,76
596,Data Scientist,$80,$132,4.5,Maven Wave Partners,Chicago, IL,"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,15
597,Data Scientist,$80,$132,4.3,Ovative Group,Minneapolis, MN,"Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,14
598,Data Scientist,$80,$132,3.6,Kognetics,Gahanna, OH,"New York, NY",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
599,Data Scientist,$80,$132,2.9,Envision Healthcare,Nashville, TN,"Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,18
600,Data Scientist,$80,$132,2.9,"Pragmatics, Inc.",United States,,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,38
601,Data Scientist,$80,$132,3.2,ConsumerTrack,California,,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),,19
602,Decision Scientist,$80,$132,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",81
603,Data Scientist - TS/SCI FSP or CI Required,$80,$132,5,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,12
604,Data Scientist,$80,$132,3.5,Crossover Health,San Clemente, CA,"Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,13
605,Data Scientist,$80,$132,4,Lorven Technologies Inc,New York, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,2023
606,Data Scientist,$80,$132,4.4,Meridian Knowledge Solutions,Washington, DC,"Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,26
607,Data Scientist,$80,$132,4.2,UST Global,Atlanta, GA,"Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",24
608,Data Scientist,$80,$132,3.2,IMG Systems,Plano, TX,"Plano, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,2023
609,Data Scientist,$80,$132,3.4,Trident Systems Inc,Fairfax, VA,"Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),,38
610,Data Scientist,$80,$132,4.7,"Tygart Technology, Inc",Washington, DC,"Fairmont, WV",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,2023
611,(Sr.) Data Scientist -,$87,$141,3.6,Merrick Bank,Utah,,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,26
612,Senior Data Scientist,$87,$141,4.2,ManTech,Alexandria, VA,"Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),,55
613,Data Scientist,$87,$141,,"GrainBridge, LLC",Omaha, NE,,,,,,,,,2023
614,Data Scientist,$87,$141,3.2,First Health Group,Wellesley, MA,"Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,170
615,Data Scientist,$87,$141,,Sprezzatura Management Consulting,Washington, VA,"McLean, VA",Unknown,,Company - Private,,,Unknown / Non-Applicable,,2023
616,Data Scientist,$87,$141,2.8,"Progress Rail, A Caterpillar Company",Fort Worth, TX,"Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),,40
617,Data Scientist,$87,$141,4.2,UST Global,Atlanta, GA,"Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",24
618,Data Scientist,$87,$141,4.5,Axiologic Solutions,Alexandria, VA,"Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,14
619,Data Scientist,$87,$141,3,Indigo Slate,Bellevue, WA,"Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,17
620,Data Scientist,$87,$141,3.3,Cubic,United States,,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",72
621,Data Scientist,$87,$141,4,Advanced Bio-Logic Solutions Corp,Thousand Oaks, CA,"Westlake Village, CA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,2023
622,Data Engineer,$87,$141,3.5,Alignment Healthcare,Orange, CA,"Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,10
623,Data Scientist,$87,$141,3.5,WGSN,Baltimore, MD,"New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,25
624,Data Scientist,$87,$141,3.6,"ISYS Technologies, Inc.",Herndon, VA,"Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,33
625,Data Scientist,$87,$141,3,TransVoyant,Alexandria, VA,"Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,11
626,Data Scientist/Data Analytics Practitioner,$87,$141,4,Noblis,Bridgeport, WV,"Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",27
627,Data Scientist,$87,$141,4.6,Murray Resources,The Woodlands, TX,"Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,35
628,Data Scientist,$87,$141,4.3,Geotab,Oakville, CA,"Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,23
629,Data Scientist,$87,$141,4.7,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,29
630,Data Scientist,$87,$141,3.7,EGlobalTech,Arlington, VA,"Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,19
631,"Data Scientist, Kinship - NYC/Portland",$92,$155,3.9,Mars,New York, NY,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,112
632,Data Scientist,$92,$155,4.9,Avlino,New Jersey,,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),,10
633,Data Scientist,$92,$155,3,"Central Business Solutions, Inc",Seattle, WA,"Fremont, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,2023
634,Data Scientist,$92,$155,2.5,KeHE Distributors,Naperville, IL,"Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,"United Natural Foods, US Foods, DPI Specialty Foods",69
635,Data Scientist,$92,$155,3.5,Blackstone Talent Group,San Francisco, CA,"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,25
636,Data Scientist - TS/SCI Required,$92,$155,5,Phoenix Operations Group,Baltimore, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,12
637,Data Scientist,$92,$155,,Sophinea,Chantilly, VA,,1 to 50 employees,,Unknown,,,Unknown / Non-Applicable,,2023
638,Senior Data Scientist,$92,$155,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
639,Data Scientist,$92,$155,3,Moxie Software,Bellevue, WA,"San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"LivePerson, Salesforce, SAP",24
640,Data Scientist(s)/Machine Learning Engineer,$92,$155,5,Blue Horizon Tek Solutions,New York, NY,"Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,36
641,Data Scientist,$92,$155,4.7,Unicom Technologies INC,Chicago, IL,"Naperville, IL",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,2023
642,Data Engineer,$92,$155,3.3,Americo Life,Kansas City, MO,"Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),,31
643,Data Scientist,$92,$155,3.3,Tokio Marine HCC,Houston, TX,"Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Zurich Insurance, AXA XL, Allianz",49
644,Data Scientist,$92,$155,3.5,CACI International,Chantilly, VA,"Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",61
645,"AI/ML - Machine Learning Scientist, Siri Understanding",$92,$155,4.1,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",47
646,Data Scientist,$92,$155,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92,$155,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",76
648,Data Scientist,$92,$155,4.7,Compass Consulting Group,Thousand Oaks, CA,"Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,15
649,Data Science Software Engineer,$92,$155,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,11
650,"Scientist / Group Lead, Cancer Biology",$92,$155,,Monte Rosa Therapeutics,Cambridge, MA,,,,,,,,,2023
651,AI Ops Data Scientist,$92,$155,4,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",110
652,Senior Data Scientist,$105,$167,3.8,GutCheck,Denver, CO,"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",14
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,$105,$167,3.8,Juniper Networks,Cupertino, CA,"Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),,27
654,Data Scientist,$105,$167,2.7,Hexagon US Federal,Lexington Park, MD,"Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,13
655,Data Scientist,$105,$167,4,Comtech Global Inc,Washington, DC,"Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,2023
656,Data Scientist,$105,$167,,Berico Technologies,Fort Belvoir, VA,,,,,,,,,2023
657,Data Scientist,$105,$167,,Kehe Food Distributors,Naperville, IL,,,,,,,,,2023
658,Data Scientist,$105,$167,3.8,"Aveshka, Inc.",Washington, DC,"Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,13
659,Data Scientist,$105,$167,3.2,Perspecta,Adelphi, MD,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,5
660,Data Scientist,$105,$167,,Pactera Edge,Redmond, WA,,,,,,,,,2023
661,Data Scientist,$105,$167,3.6,Qurate Retail Group,West Chester, PA,"West Chester, PA",10000+ employees,,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,,2023
662,Data Scientist,$105,$167,4.4,"SolutionIT, Inc.",Edison, NJ,"Wilmington, MA",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
663,Data Scientist,$105,$167,4.1,A-Line Staffing Solutions,Durham, NC,"Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,19
664,Data Scientist,$105,$167,,Clear Ridge Defense,Quantico, VA,"Baltimore, MD",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
665,Data Scientist,$105,$167,3.8,"Criterion Systems, Inc.",Vienna, VA,"Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,18
666,Data Scientist,$105,$167,4,Foundation Medicine,Boston, MA,"Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute",13
667,Data Scientist,$105,$167,3.6,TRANZACT,Fort Lee, NJ,"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,34
668,Data Scientist,$105,$167,,JKGT,San Francisco, CA,,,,,,,,,2023
669,Data Scientist,$105,$167,,AccessHope,Irwindale, CA,,,,,,,,,2023
670,Data Scientist,$105,$167,5,ChaTeck Incorporated,San Francisco, CA,"Santa Clara, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),,2023
671,Data Scientist,$105,$167,2.7,Flowers,New York, NY,"Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),,47
